dataset_name,quality_bin,algorithm,train_seed,source_summary_type,dataset_norm_state_cov,dataset_norm_sa_cov,dataset_state_entropy,dataset_avg_return,dataset_success_rate,run_avg_return,run_success_rate,run_avg_episode_length,ood_action_rate_step,support_overlap_rate_unique_sa,eval_sa_coverage_wrt_dataset_support,support_distance_proxy,q_over_rate,q_over_mean_excess,checkpoint_path,status,notes
envA_v2_large_wide_medium,medium,bc,1,main,0.417910,0.212313,7.8420,-0.1687,0.7600,0.4100,1.0000,59.00,0.000000,1.000000,0.103691,0.000000,,,artifacts\training_main\envA_v2_large_wide_medium_bc_seed1.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_wide_medium,medium,bc,2,main,0.417910,0.212313,7.8420,-0.1687,0.7600,0.3900,1.0000,61.00,0.000000,1.000000,0.107206,0.000000,,,artifacts\training_main\envA_v2_large_wide_medium_bc_seed2.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_wide_medium,medium,bc,3,main,0.417910,0.212313,7.8420,-0.1687,0.7600,0.4100,1.0000,59.00,0.000000,1.000000,0.103691,0.000000,,,artifacts\training_main\envA_v2_large_wide_medium_bc_seed3.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_wide_medium,medium,bc,4,main,0.417910,0.212313,7.8420,-0.1687,0.7600,0.3900,1.0000,61.00,0.000000,1.000000,0.107206,0.000000,,,artifacts\training_main\envA_v2_large_wide_medium_bc_seed4.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_wide_medium,medium,bc,5,main,0.417910,0.212313,7.8420,-0.1687,0.7600,0.3900,1.0000,61.00,0.000000,1.000000,0.107206,0.000000,,,artifacts\training_main\envA_v2_large_wide_medium_bc_seed5.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_wide_medium,medium,bc,6,main,0.417910,0.212313,7.8420,-0.1687,0.7600,0.4100,1.0000,59.00,0.000000,1.000000,0.103691,0.000000,,,artifacts\training_main\envA_v2_large_wide_medium_bc_seed6.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_wide_medium,medium,bc,7,main,0.417910,0.212313,7.8420,-0.1687,0.7600,0.4100,1.0000,59.00,0.000000,1.000000,0.103691,0.000000,,,artifacts\training_main\envA_v2_large_wide_medium_bc_seed7.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_wide_medium,medium,bc,8,main,0.417910,0.212313,7.8420,-0.1687,0.7600,0.3900,1.0000,61.00,0.000000,1.000000,0.107206,0.000000,,,artifacts\training_main\envA_v2_large_wide_medium_bc_seed8.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_wide_medium,medium,bc,9,main,0.417910,0.212313,7.8420,-0.1687,0.7600,0.4100,1.0000,59.00,0.000000,1.000000,0.103691,0.000000,,,artifacts\training_main\envA_v2_large_wide_medium_bc_seed9.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_wide_medium,medium,bc,10,main,0.417910,0.212313,7.8420,-0.1687,0.7600,0.4100,1.0000,59.00,0.000000,1.000000,0.103691,0.000000,,,artifacts\training_main\envA_v2_large_wide_medium_bc_seed10.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_wide_medium,medium,bc,11,main,0.417910,0.212313,7.8420,-0.1687,0.7600,0.4100,1.0000,59.00,0.000000,1.000000,0.103691,0.000000,,,artifacts\training_main\envA_v2_large_wide_medium_bc_seed11.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_wide_medium,medium,bc,12,main,0.417910,0.212313,7.8420,-0.1687,0.7600,0.3900,1.0000,61.00,0.000000,1.000000,0.107206,0.000000,,,artifacts\training_main\envA_v2_large_wide_medium_bc_seed12.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_wide_medium,medium,bc,13,main,0.417910,0.212313,7.8420,-0.1687,0.7600,0.3900,1.0000,61.00,0.000000,1.000000,0.107206,0.000000,,,artifacts\training_main\envA_v2_large_wide_medium_bc_seed13.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_wide_medium,medium,bc,14,main,0.417910,0.212313,7.8420,-0.1687,0.7600,0.4100,1.0000,59.00,0.000000,1.000000,0.103691,0.000000,,,artifacts\training_main\envA_v2_large_wide_medium_bc_seed14.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_wide_medium,medium,bc,15,main,0.417910,0.212313,7.8420,-0.1687,0.7600,0.3900,1.0000,61.00,0.000000,1.000000,0.107206,0.000000,,,artifacts\training_main\envA_v2_large_wide_medium_bc_seed15.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_wide_medium,medium,bc,16,main,0.417910,0.212313,7.8420,-0.1687,0.7600,0.4100,1.0000,59.00,0.000000,1.000000,0.103691,0.000000,,,artifacts\training_main\envA_v2_large_wide_medium_bc_seed16.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_wide_medium,medium,bc,17,main,0.417910,0.212313,7.8420,-0.1687,0.7600,0.3900,1.0000,61.00,0.000000,1.000000,0.107206,0.000000,,,artifacts\training_main\envA_v2_large_wide_medium_bc_seed17.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_wide_medium,medium,bc,18,main,0.417910,0.212313,7.8420,-0.1687,0.7600,0.4100,1.0000,59.00,0.000000,1.000000,0.103691,0.000000,,,artifacts\training_main\envA_v2_large_wide_medium_bc_seed18.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_wide_medium,medium,bc,19,main,0.417910,0.212313,7.8420,-0.1687,0.7600,0.4100,1.0000,59.00,0.000000,1.000000,0.103691,0.000000,,,artifacts\training_main\envA_v2_large_wide_medium_bc_seed19.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_wide_medium,medium,cql,0,main,0.417910,0.212313,7.8420,-0.1687,0.7600,0.4100,1.0000,59.00,0.000000,1.000000,0.103691,0.000000,0.007143,0.008362,artifacts\training_main\envA_v2_large_wide_medium_cql_seed0.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_wide_medium,medium,cql,1,main,0.417910,0.212313,7.8420,-0.1687,0.7600,0.4100,1.0000,59.00,0.000000,1.000000,0.103691,0.000000,0.014286,0.008866,artifacts\training_main\envA_v2_large_wide_medium_cql_seed1.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_wide_medium,medium,cql,2,main,0.417910,0.212313,7.8420,-0.1687,0.7600,0.3900,1.0000,61.00,0.000000,1.000000,0.107206,0.000000,0.007143,0.005949,artifacts\training_main\envA_v2_large_wide_medium_cql_seed2.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_wide_medium,medium,cql,3,main,0.417910,0.212313,7.8420,-0.1687,0.7600,0.4100,1.0000,59.00,0.000000,1.000000,0.103691,0.000000,0.007143,0.006072,artifacts\training_main\envA_v2_large_wide_medium_cql_seed3.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_wide_medium,medium,cql,4,main,0.417910,0.212313,7.8420,-0.1687,0.7600,0.3900,1.0000,61.00,0.000000,1.000000,0.107206,0.000000,0.007143,0.006437,artifacts\training_main\envA_v2_large_wide_medium_cql_seed4.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_wide_medium,medium,cql,5,main,0.417910,0.212313,7.8420,-0.1687,0.7600,0.3900,1.0000,61.00,0.000000,1.000000,0.107206,0.000000,0.007143,0.006155,artifacts\training_main\envA_v2_large_wide_medium_cql_seed5.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_wide_medium,medium,cql,6,main,0.417910,0.212313,7.8420,-0.1687,0.7600,0.4100,1.0000,59.00,0.000000,1.000000,0.103691,0.000000,0.007143,0.006425,artifacts\training_main\envA_v2_large_wide_medium_cql_seed6.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_wide_medium,medium,cql,7,main,0.417910,0.212313,7.8420,-0.1687,0.7600,0.4100,1.0000,59.00,0.000000,1.000000,0.103691,0.000000,0.007143,0.006126,artifacts\training_main\envA_v2_large_wide_medium_cql_seed7.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_wide_medium,medium,cql,8,main,0.417910,0.212313,7.8420,-0.1687,0.7600,0.3900,1.0000,61.00,0.000000,1.000000,0.107206,0.000000,0.007143,0.007600,artifacts\training_main\envA_v2_large_wide_medium_cql_seed8.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_wide_medium,medium,cql,9,main,0.417910,0.212313,7.8420,-0.1687,0.7600,0.3900,1.0000,61.00,0.000000,1.000000,0.107206,0.000000,0.007143,0.006161,artifacts\training_main\envA_v2_large_wide_medium_cql_seed9.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_wide_medium,medium,cql,10,main,0.417910,0.212313,7.8420,-0.1687,0.7600,0.4100,1.0000,59.00,0.000000,1.000000,0.103691,0.000000,0.014286,0.007972,artifacts\training_main\envA_v2_large_wide_medium_cql_seed10.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_wide_medium,medium,cql,11,main,0.417910,0.212313,7.8420,-0.1687,0.7600,0.4100,1.0000,59.00,0.000000,1.000000,0.103691,0.000000,0.007143,0.006073,artifacts\training_main\envA_v2_large_wide_medium_cql_seed11.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_wide_medium,medium,cql,12,main,0.417910,0.212313,7.8420,-0.1687,0.7600,0.3900,1.0000,61.00,0.000000,1.000000,0.107206,0.000000,0.007143,0.006175,artifacts\training_main\envA_v2_large_wide_medium_cql_seed12.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_wide_medium,medium,cql,13,main,0.417910,0.212313,7.8420,-0.1687,0.7600,0.3900,1.0000,61.00,0.000000,1.000000,0.107206,0.000000,0.007143,0.005972,artifacts\training_main\envA_v2_large_wide_medium_cql_seed13.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_wide_medium,medium,cql,14,main,0.417910,0.212313,7.8420,-0.1687,0.7600,0.3900,1.0000,61.00,0.000000,1.000000,0.107206,0.000000,0.007143,0.005794,artifacts\training_main\envA_v2_large_wide_medium_cql_seed14.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_wide_medium,medium,cql,15,main,0.417910,0.212313,7.8420,-0.1687,0.7600,0.3900,1.0000,61.00,0.000000,1.000000,0.107206,0.000000,0.035714,0.010173,artifacts\training_main\envA_v2_large_wide_medium_cql_seed15.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_wide_medium,medium,cql,16,main,0.417910,0.212313,7.8420,-0.1687,0.7600,0.3900,1.0000,61.00,0.000000,1.000000,0.107206,0.000000,0.014286,0.010144,artifacts\training_main\envA_v2_large_wide_medium_cql_seed16.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_wide_medium,medium,cql,17,main,0.417910,0.212313,7.8420,-0.1687,0.7600,0.3900,1.0000,61.00,0.000000,1.000000,0.107206,0.000000,0.035714,0.011312,artifacts\training_main\envA_v2_large_wide_medium_cql_seed17.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_wide_medium,medium,cql,18,main,0.417910,0.212313,7.8420,-0.1687,0.7600,0.4100,1.0000,59.00,0.000000,1.000000,0.103691,0.000000,0.007143,0.005877,artifacts\training_main\envA_v2_large_wide_medium_cql_seed18.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_wide_medium,medium,cql,19,main,0.417910,0.212313,7.8420,-0.1687,0.7600,0.4100,1.0000,59.00,0.000000,1.000000,0.103691,0.000000,0.007143,0.007676,artifacts\training_main\envA_v2_large_wide_medium_cql_seed19.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_narrow_medium,medium,bc,0,main,0.119403,0.060075,6.2188,-0.2228,0.7259,0.2700,1.0000,73.00,0.000000,1.000000,0.453416,0.000000,,,artifacts\training_main\envA_v2_large_narrow_medium_bc_seed0.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_narrow_medium,medium,bc,1,main,0.119403,0.060075,6.2188,-0.2228,0.7259,0.2700,1.0000,73.00,0.000000,1.000000,0.453416,0.000000,,,artifacts\training_main\envA_v2_large_narrow_medium_bc_seed1.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_narrow_medium,medium,bc,2,main,0.119403,0.060075,6.2188,-0.2228,0.7259,0.2700,1.0000,73.00,0.000000,1.000000,0.453416,0.000000,,,artifacts\training_main\envA_v2_large_narrow_medium_bc_seed2.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_narrow_medium,medium,bc,3,main,0.119403,0.060075,6.2188,-0.2228,0.7259,0.2700,1.0000,73.00,0.000000,1.000000,0.453416,0.000000,,,artifacts\training_main\envA_v2_large_narrow_medium_bc_seed3.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_narrow_medium,medium,bc,4,main,0.119403,0.060075,6.2188,-0.2228,0.7259,0.2700,1.0000,73.00,0.000000,1.000000,0.453416,0.000000,,,artifacts\training_main\envA_v2_large_narrow_medium_bc_seed4.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_narrow_medium,medium,bc,5,main,0.119403,0.060075,6.2188,-0.2228,0.7259,0.2700,1.0000,73.00,0.000000,1.000000,0.453416,0.000000,,,artifacts\training_main\envA_v2_large_narrow_medium_bc_seed5.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_narrow_medium,medium,bc,6,main,0.119403,0.060075,6.2188,-0.2228,0.7259,0.2700,1.0000,73.00,0.000000,1.000000,0.453416,0.000000,,,artifacts\training_main\envA_v2_large_narrow_medium_bc_seed6.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_narrow_medium,medium,bc,7,main,0.119403,0.060075,6.2188,-0.2228,0.7259,0.2700,1.0000,73.00,0.000000,1.000000,0.453416,0.000000,,,artifacts\training_main\envA_v2_large_narrow_medium_bc_seed7.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_narrow_medium,medium,bc,8,main,0.119403,0.060075,6.2188,-0.2228,0.7259,0.2700,1.0000,73.00,0.000000,1.000000,0.453416,0.000000,,,artifacts\training_main\envA_v2_large_narrow_medium_bc_seed8.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_narrow_medium,medium,bc,9,main,0.119403,0.060075,6.2188,-0.2228,0.7259,0.2700,1.0000,73.00,0.000000,1.000000,0.453416,0.000000,,,artifacts\training_main\envA_v2_large_narrow_medium_bc_seed9.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_narrow_medium,medium,bc,10,main,0.119403,0.060075,6.2188,-0.2228,0.7259,0.2700,1.0000,73.00,0.000000,1.000000,0.453416,0.000000,,,artifacts\training_main\envA_v2_large_narrow_medium_bc_seed10.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_narrow_medium,medium,bc,11,main,0.119403,0.060075,6.2188,-0.2228,0.7259,0.2700,1.0000,73.00,0.000000,1.000000,0.453416,0.000000,,,artifacts\training_main\envA_v2_large_narrow_medium_bc_seed11.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_narrow_medium,medium,bc,12,main,0.119403,0.060075,6.2188,-0.2228,0.7259,0.2700,1.0000,73.00,0.000000,1.000000,0.453416,0.000000,,,artifacts\training_main\envA_v2_large_narrow_medium_bc_seed12.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_narrow_medium,medium,bc,13,main,0.119403,0.060075,6.2188,-0.2228,0.7259,0.2700,1.0000,73.00,0.000000,1.000000,0.453416,0.000000,,,artifacts\training_main\envA_v2_large_narrow_medium_bc_seed13.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_narrow_medium,medium,bc,14,main,0.119403,0.060075,6.2188,-0.2228,0.7259,0.2700,1.0000,73.00,0.000000,1.000000,0.453416,0.000000,,,artifacts\training_main\envA_v2_large_narrow_medium_bc_seed14.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_narrow_medium,medium,bc,15,main,0.119403,0.060075,6.2188,-0.2228,0.7259,0.2700,1.0000,73.00,0.000000,1.000000,0.453416,0.000000,,,artifacts\training_main\envA_v2_large_narrow_medium_bc_seed15.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_narrow_medium,medium,bc,16,main,0.119403,0.060075,6.2188,-0.2228,0.7259,0.2700,1.0000,73.00,0.000000,1.000000,0.453416,0.000000,,,artifacts\training_main\envA_v2_large_narrow_medium_bc_seed16.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_narrow_medium,medium,bc,17,main,0.119403,0.060075,6.2188,-0.2228,0.7259,0.2700,1.0000,73.00,0.000000,1.000000,0.453416,0.000000,,,artifacts\training_main\envA_v2_large_narrow_medium_bc_seed17.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_narrow_medium,medium,bc,18,main,0.119403,0.060075,6.2188,-0.2228,0.7259,0.2700,1.0000,73.00,0.000000,1.000000,0.453416,0.000000,,,artifacts\training_main\envA_v2_large_narrow_medium_bc_seed18.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_narrow_medium,medium,bc,19,main,0.119403,0.060075,6.2188,-0.2228,0.7259,0.2700,1.0000,73.00,0.000000,1.000000,0.453416,0.000000,,,artifacts\training_main\envA_v2_large_narrow_medium_bc_seed19.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_narrow_medium,medium,cql,0,main,0.119403,0.060075,6.2188,-0.2228,0.7259,0.2700,1.0000,73.00,0.000000,1.000000,0.453416,0.000000,0.050000,0.025669,artifacts\training_main\envA_v2_large_narrow_medium_cql_seed0.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_narrow_medium,medium,cql,1,main,0.119403,0.060075,6.2188,-0.2228,0.7259,0.2700,1.0000,73.00,0.000000,1.000000,0.453416,0.000000,0.050000,0.019486,artifacts\training_main\envA_v2_large_narrow_medium_cql_seed1.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_narrow_medium,medium,cql,2,main,0.119403,0.060075,6.2188,-0.2228,0.7259,0.2700,1.0000,73.00,0.000000,1.000000,0.453416,0.000000,0.012500,0.012601,artifacts\training_main\envA_v2_large_narrow_medium_cql_seed2.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_narrow_medium,medium,cql,3,main,0.119403,0.060075,6.2188,-0.2228,0.7259,0.2700,1.0000,73.00,0.000000,1.000000,0.453416,0.000000,0.162500,0.026378,artifacts\training_main\envA_v2_large_narrow_medium_cql_seed3.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_narrow_medium,medium,cql,4,main,0.119403,0.060075,6.2188,-0.2228,0.7259,0.2700,1.0000,73.00,0.000000,1.000000,0.453416,0.000000,0.025000,0.014627,artifacts\training_main\envA_v2_large_narrow_medium_cql_seed4.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_narrow_medium,medium,cql,5,main,0.119403,0.060075,6.2188,-0.2228,0.7259,0.2700,1.0000,73.00,0.000000,1.000000,0.453416,0.000000,0.012500,0.011204,artifacts\training_main\envA_v2_large_narrow_medium_cql_seed5.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_narrow_medium,medium,cql,6,main,0.119403,0.060075,6.2188,-0.2228,0.7259,0.2700,1.0000,73.00,0.000000,1.000000,0.453416,0.000000,0.050000,0.018054,artifacts\training_main\envA_v2_large_narrow_medium_cql_seed6.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_narrow_medium,medium,cql,7,main,0.119403,0.060075,6.2188,-0.2228,0.7259,0.2700,1.0000,73.00,0.000000,1.000000,0.453416,0.000000,0.012500,0.011288,artifacts\training_main\envA_v2_large_narrow_medium_cql_seed7.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_narrow_medium,medium,cql,8,main,0.119403,0.060075,6.2188,-0.2228,0.7259,0.2700,1.0000,73.00,0.000000,1.000000,0.453416,0.000000,0.025000,0.019305,artifacts\training_main\envA_v2_large_narrow_medium_cql_seed8.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_narrow_medium,medium,cql,9,main,0.119403,0.060075,6.2188,-0.2228,0.7259,0.2700,1.0000,73.00,0.000000,1.000000,0.453416,0.000000,0.050000,0.018063,artifacts\training_main\envA_v2_large_narrow_medium_cql_seed9.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_narrow_medium,medium,cql,10,main,0.119403,0.060075,6.2188,-0.2228,0.7259,0.2700,1.0000,73.00,0.000000,1.000000,0.453416,0.000000,0.087500,0.021952,artifacts\training_main\envA_v2_large_narrow_medium_cql_seed10.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_narrow_medium,medium,cql,11,main,0.119403,0.060075,6.2188,-0.2228,0.7259,0.2700,1.0000,73.00,0.000000,1.000000,0.453416,0.000000,0.012500,0.014081,artifacts\training_main\envA_v2_large_narrow_medium_cql_seed11.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_narrow_medium,medium,cql,12,main,0.119403,0.060075,6.2188,-0.2228,0.7259,0.2700,1.0000,73.00,0.000000,1.000000,0.453416,0.000000,0.012500,0.013092,artifacts\training_main\envA_v2_large_narrow_medium_cql_seed12.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_narrow_medium,medium,cql,13,main,0.119403,0.060075,6.2188,-0.2228,0.7259,0.2700,1.0000,73.00,0.000000,1.000000,0.453416,0.000000,0.037500,0.015359,artifacts\training_main\envA_v2_large_narrow_medium_cql_seed13.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_narrow_medium,medium,cql,14,main,0.119403,0.060075,6.2188,-0.2228,0.7259,0.2700,1.0000,73.00,0.000000,1.000000,0.453416,0.000000,0.012500,0.011546,artifacts\training_main\envA_v2_large_narrow_medium_cql_seed14.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_narrow_medium,medium,cql,15,main,0.119403,0.060075,6.2188,-0.2228,0.7259,0.2700,1.0000,73.00,0.000000,1.000000,0.453416,0.000000,0.025000,0.012869,artifacts\training_main\envA_v2_large_narrow_medium_cql_seed15.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_narrow_medium,medium,cql,16,main,0.119403,0.060075,6.2188,-0.2228,0.7259,0.2700,1.0000,73.00,0.000000,1.000000,0.453416,0.000000,0.137500,0.034085,artifacts\training_main\envA_v2_large_narrow_medium_cql_seed16.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_narrow_medium,medium,cql,17,main,0.119403,0.060075,6.2188,-0.2228,0.7259,0.2700,1.0000,73.00,0.000000,1.000000,0.453416,0.000000,0.350000,0.047078,artifacts\training_main\envA_v2_large_narrow_medium_cql_seed17.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_narrow_medium,medium,cql,18,main,0.119403,0.060075,6.2188,-0.2228,0.7259,0.2700,1.0000,73.00,0.000000,1.000000,0.453416,0.000000,0.012500,0.011430,artifacts\training_main\envA_v2_large_narrow_medium_cql_seed18.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_large_narrow_medium,medium,cql,19,main,0.119403,0.060075,6.2188,-0.2228,0.7259,0.2700,1.0000,73.00,0.000000,1.000000,0.453416,0.000000,0.225000,0.036457,artifacts\training_main\envA_v2_large_narrow_medium_cql_seed19.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_random_wide50k,random,bc,0,quality,0.438806,0.381716,6.0245,-1.0000,0.0000,-1.0000,0.0000,100.00,0.000000,1.000000,0.001955,0.000000,,,artifacts\training_quality\envA_v2_quality_random_wide50k_bc_seed0.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_random_wide50k,random,bc,1,quality,0.438806,0.381716,6.0245,-1.0000,0.0000,-1.0000,0.0000,100.00,0.000000,1.000000,0.001955,0.000000,,,artifacts\training_quality\envA_v2_quality_random_wide50k_bc_seed1.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_random_wide50k,random,bc,2,quality,0.438806,0.381716,6.0245,-1.0000,0.0000,-1.0000,0.0000,100.00,0.000000,1.000000,0.000978,0.000000,,,artifacts\training_quality\envA_v2_quality_random_wide50k_bc_seed2.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_random_wide50k,random,bc,3,quality,0.438806,0.381716,6.0245,-1.0000,0.0000,-1.0000,0.0000,100.00,0.000000,1.000000,0.001955,0.000000,,,artifacts\training_quality\envA_v2_quality_random_wide50k_bc_seed3.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_random_wide50k,random,bc,4,quality,0.438806,0.381716,6.0245,-1.0000,0.0000,-1.0000,0.0000,100.00,0.000000,1.000000,0.001955,0.000000,,,artifacts\training_quality\envA_v2_quality_random_wide50k_bc_seed4.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_random_wide50k,random,bc,5,quality,0.438806,0.381716,6.0245,-1.0000,0.0000,-1.0000,0.0000,100.00,0.000000,1.000000,0.001955,0.000000,,,artifacts\training_quality\envA_v2_quality_random_wide50k_bc_seed5.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_random_wide50k,random,bc,6,quality,0.438806,0.381716,6.0245,-1.0000,0.0000,-1.0000,0.0000,100.00,0.000000,1.000000,0.001955,0.000000,,,artifacts\training_quality\envA_v2_quality_random_wide50k_bc_seed6.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_random_wide50k,random,bc,7,quality,0.438806,0.381716,6.0245,-1.0000,0.0000,-1.0000,0.0000,100.00,0.000000,1.000000,0.000978,0.000000,,,artifacts\training_quality\envA_v2_quality_random_wide50k_bc_seed7.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_random_wide50k,random,bc,8,quality,0.438806,0.381716,6.0245,-1.0000,0.0000,-1.0000,0.0000,100.00,0.000000,1.000000,0.000978,0.000000,,,artifacts\training_quality\envA_v2_quality_random_wide50k_bc_seed8.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_random_wide50k,random,bc,9,quality,0.438806,0.381716,6.0245,-1.0000,0.0000,-1.0000,0.0000,100.00,0.000000,1.000000,0.001955,0.000000,,,artifacts\training_quality\envA_v2_quality_random_wide50k_bc_seed9.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_random_wide50k,random,bc,10,quality,0.438806,0.381716,6.0245,-1.0000,0.0000,-1.0000,0.0000,100.00,0.000000,1.000000,0.001955,0.000000,,,artifacts\training_quality\envA_v2_quality_random_wide50k_bc_seed10.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
envA_v2_quality_random_wide50k,random,bc,11,quality,0.438806,0.381716,6.0245,-1.0000,0.0000,-1.0000,0.0000,100.00,0.000000,1.000000,0.000978,0.000000,,,artifacts\training_quality\envA_v2_quality_random_wide50k_bc_seed11.pt,completed,mechanism analysis; eval_episodes=100; greedy policy
